ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10199,-0.6255632411859583,-2.2437762368676473,1,-1.3251358064871641,2003-12-01,Shipped,4,12,2003,Vintage Cars,-1.4363965062819328,S50_1341,West Coast Collectables Co.,3105553722,3675 Furth Circle,Desconocido,Burbank,CA,94019,USA,Desconocido,Thompson,Steve,Small
10210,0.8118501552181958,-2.113884879175233,11,-0.9720289473673343,2004-01-12,Shipped,1,1,2004,Vintage Cars,-1.4363965062819328,S50_1341,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Desconocido,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,0.6065053843033164,-1.8541021637904067,13,-0.8999153452833779,2004-02-20,Shipped,1,2,2004,Vintage Cars,-1.4363965062819328,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10235,0.6065053843033164,-2.394985641814922,7,-1.1428154608569812,2004-04-02,Shipped,2,4,2004,Vintage Cars,-1.4363965062819328,S50_1341,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Desconocido,Tsawassen,BC,T2F 8M4,Canada,Desconocido,Lincoln,Elizabeth,Small
10250,0.09314345701611873,-1.573001401150718,8,-0.9146747406496577,2004-05-11,Shipped,2,5,2004,Vintage Cars,-1.4363965062819328,S50_1341,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Desconocido,San Jose,CA,94217,USA,Desconocido,Frick,Sue,Small
10262,1.4278844679628335,-2.265094284122509,3,-0.9195348064527554,2004-06-24,Cancelled,2,6,2004,Vintage Cars,-1.4363965062819328,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10275,0.29848822793099766,-1.897234026840941,13,-0.9932286087028589,2004-07-23,Shipped,3,7,2004,Vintage Cars,-1.4363965062819328,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Small
10284,-0.21487369935619993,-1.573001401150718,5,-0.9992724670702867,2004-08-21,Shipped,3,8,2004,Vintage Cars,-1.4363965062819328,S50_1341,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Desconocido,Oslo,Desconocido,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10296,-0.9335803975582769,-1.7460246218936657,1,-1.245941169981711,2004-09-15,Shipped,3,9,2004,Vintage Cars,-1.4363965062819328,S50_1341,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Desconocido,Munich,Desconocido,80686,Germany,EMEA,Donnermeyer,Michael,Small
10308,1.222539697047954,-1.9839935214828202,11,-0.8160615618962958,2004-10-15,Shipped,4,10,2004,Vintage Cars,-1.4363965062819328,S50_1341,Mini Classics,9145554562,3758 North Pendale Street,Desconocido,White Plains,NY,24067,USA,Desconocido,Frick,Steve,Small
10316,-0.11220131389876072,-1.7891564849441999,3,-1.0515711193045174,2004-11-01,Shipped,4,11,2004,Vintage Cars,-1.4363965062819328,S50_1341,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Desconocido,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10328,-0.11220131389876072,-1.573001401150718,7,-0.9710732249300771,2004-11-12,Shipped,4,11,2004,Vintage Cars,-1.4363965062819328,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Desconocido,Bergamo,Desconocido,24100,Italy,EMEA,Rovelli,Giovanni,Small
10340,0.5038329988458771,-1.6379470799969247,4,-0.8303322355617051,2004-11-24,Shipped,4,11,2004,Vintage Cars,-1.4363965062819328,S50_1341,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Desconocido,Barcelona,Desconocido,8022,Spain,EMEA,Saavedra,Eduardo,Small
10353,0.5038329988458771,-0.07181425957580231,8,-0.14416696753996447,2004-12-04,Shipped,4,12,2004,Vintage Cars,-1.4363965062819328,S50_1341,Gift Ideas Corp.,2035554407,2440 Pompton St.,Desconocido,Glendale,CT,97561,USA,Desconocido,Lewis,Dan,Medium
10361,-0.21487369935619993,-0.05297505502499413,3,-0.449851530952024,2004-12-17,Shipped,4,12,2004,Vintage Cars,-1.4363965062819328,S50_1341,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10375,1.4278844679628335,-0.885370435046224,5,-0.17902911553537118,2005-02-03,Shipped,1,2,2005,Vintage Cars,-1.4363965062819328,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Medium
10388,-0.8309080121008378,0.8101579745265014,1,-0.18599068465221066,2005-03-03,Shipped,1,3,2005,Vintage Cars,-1.4363965062819328,S50_1341,FunGiftIdeas.com,5085552555,1785 First Street,Desconocido,New Bedford,MA,50553,USA,Desconocido,Benitez,Violeta,Medium
10398,1.4278844679628335,-2.3300399629687156,5,-0.9543915242070413,2005-03-30,Shipped,1,3,2005,Vintage Cars,-1.4363965062819328,S50_1341,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Small
10401,2.14659116616491,-2.394985641814922,7,-0.85487692542763,2005-04-03,On Hold,2,4,2005,Vintage Cars,-1.4363965062819328,S50_1341,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Desconocido,Newark,NJ,94019,USA,Desconocido,Brown,William,Small
10416,0.19581584247355846,-1.573001401150718,8,-0.8864754985094477,2005-05-10,Shipped,2,5,2005,Vintage Cars,-1.4363965062819328,S50_1341,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Desconocido,Reggio Emilia,Desconocido,42100,Italy,EMEA,Moroni,Maurizio,Small
10104,-0.21487369935619993,0.8101579745265014,7,0.08218720333862231,2003-01-31,Shipped,1,1,2003,Trucks and Buses,0.3555044105530498,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10115,-0.8309080121008378,0.8101579745265014,3,-0.38553575511750754,2003-04-04,Shipped,2,4,2003,Trucks and Buses,0.3555044105530498,S50_1392,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Desconocido,Hernandez,Maria,Small
10127,1.119867311590515,0.8101579745265014,9,1.4240975286234951,2003-06-03,Shipped,2,6,2003,Trucks and Buses,0.3555044105530498,S50_1392,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Desconocido,Young,Jeff,Medium
10141,0.9145225406756355,0.8101579745265014,3,1.057024089341019,2003-08-01,Shipped,3,8,2003,Trucks and Buses,0.3555044105530498,S50_1392,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Desconocido,Espoo,Desconocido,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10151,-0.9335803975582769,0.8101579745265014,1,-0.18125551439489077,2003-09-21,Shipped,3,9,2003,Trucks and Buses,0.3555044105530498,S50_1392,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Desconocido,Oulu,Desconocido,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10165,1.3252120825053932,0.5583075557946461,10,0.5442572807880207,2003-10-22,Shipped,4,10,2003,Trucks and Buses,0.3555044105530498,S50_1392,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Desconocido,Singapore,Desconocido,79903,Singapore,Japan,Natividad,Eric,Medium
10176,-1.2415975539305957,0.8101579745265014,9,-0.23838708122661542,2003-11-06,Shipped,4,11,2003,Trucks and Buses,0.3555044105530498,S50_1392,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Desconocido,Reggio Emilia,Desconocido,42100,Italy,EMEA,Moroni,Maurizio,Medium
10184,1.0171949261330746,0.8101579745265014,4,0.7571444536870735,2003-11-14,Shipped,4,11,2003,Trucks and Buses,0.3555044105530498,S50_1392,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Desconocido,Sevilla,Desconocido,41101,Spain,EMEA,Roel,Jose Pedro,Medium
10195,1.4278844679628335,0.8101579745265014,4,0.8727922988363218,2003-11-25,Shipped,4,11,2003,Trucks and Buses,0.3555044105530498,S50_1392,Mini Classics,9145554562,3758 North Pendale Street,Desconocido,White Plains,NY,24067,USA,Desconocido,Frick,Steve,Medium
10207,-0.728235626643398,0.5583075557946461,5,-0.48661969358082424,2003-12-09,Shipped,4,12,2003,Trucks and Buses,0.3555044105530498,S50_1392,Diecast Collectables,6175552555,6251 Ingle Ln.,Desconocido,Boston,MA,51003,USA,Desconocido,Franco,Valarie,Small
10220,0.19581584247355846,0.8101579745265014,9,0.2330447319150071,2004-02-12,Shipped,1,2,2004,Trucks and Buses,0.3555044105530498,S50_1392,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,Desconocido,2,Ireland,EMEA,Cassidy,Dean,Medium
10230,-0.11220131389876072,0.8101579745265014,7,0.22864080636605494,2004-03-15,Shipped,1,3,2004,Trucks and Buses,0.3555044105530498,S50_1392,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Desconocido,Frankfurt,Desconocido,60528,Germany,EMEA,Keitel,Roland,Medium
10246,-1.3442699393880353,0.8101579745265014,3,-0.339644787405797,2004-05-05,Shipped,2,5,2004,Trucks and Buses,0.3555044105530498,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10259,-0.6255632411859583,0.8101579745265014,2,-0.27114229566715936,2004-06-15,Shipped,2,6,2004,Trucks and Buses,0.3555044105530498,S50_1392,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Desconocido,69045,Singapore,APAC,Victorino,Wendy,Medium
10271,-0.11220131389876072,0.7303392394559728,3,-0.11329061652721024,2004-07-20,Shipped,3,7,2004,Trucks and Buses,0.3555044105530498,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10282,0.29848822793099766,0.8101579745265014,12,0.4109774427196002,2004-08-20,Shipped,3,8,2004,Trucks and Buses,0.3555044105530498,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10292,0.6065053843033164,0.8101579745265014,6,0.7761177161630786,2004-09-08,Shipped,3,9,2004,Trucks and Buses,0.3555044105530498,S50_1392,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Medium
10305,0.7091777697607561,0.8101579745265014,3,0.5780116595947881,2004-10-13,Shipped,4,10,2004,Trucks and Buses,0.3555044105530498,S50_1392,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Desconocido,Cambridge,MA,51247,USA,Desconocido,Hernandez,Marta,Medium
10314,-0.728235626643398,0.8101579745265014,12,-0.08187124140237799,2004-10-22,Shipped,4,10,2004,Trucks and Buses,0.3555044105530498,S50_1392,Heintze Collectables,86 21 3555,Smagsloget 45,Desconocido,Aaarhus,Desconocido,8200,Denmark,EMEA,Ibsen,Palle,Medium
10325,0.29848822793099766,0.8101579745265014,4,0.8886757541146029,2004-11-05,Shipped,4,11,2004,Trucks and Buses,0.3555044105530498,S50_1392,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Desconocido,Stavern,Desconocido,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10336,-1.2415975539305957,0.8101579745265014,8,-0.2238991979163748,2004-11-20,Shipped,4,11,2004,Trucks and Buses,0.3555044105530498,S50_1392,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Desconocido,Paris,Desconocido,75012,France,EMEA,Bertrand,Marie,Medium
10350,-0.4202184702710794,-0.6077400521922103,8,-0.7279178880237973,2004-12-02,Shipped,4,12,2004,Trucks and Buses,0.3555044105530498,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10359,1.119867311590515,0.8101579745265014,2,0.7291787119150571,2004-12-15,Shipped,4,12,2004,Trucks and Buses,0.3555044105530498,S50_1392,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Medium
10371,1.3252120825053932,-1.3439563352961572,10,-0.4558628078727272,2005-01-23,Shipped,1,1,2005,Trucks and Buses,0.3555044105530498,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10383,-0.6255632411859583,0.8101579745265014,13,-0.25350487250686643,2005-02-22,Shipped,1,2,2005,Trucks and Buses,0.3555044105530498,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10395,1.119867311590515,0.8101579745265014,4,1.1615670913982727,2005-03-17,Shipped,1,3,2005,Trucks and Buses,0.3555044105530498,S50_1392,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Desconocido,Paris,Desconocido,75508,France,EMEA,Da Cunha,Daniel,Medium
10412,-0.9335803975582769,0.8101579745265014,3,-0.05051702917099527,2005-05-03,Shipped,2,5,2005,Trucks and Buses,0.3555044105530498,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10425,-1.7549594812177938,0.8101579745265014,2,-0.9003063226440741,2005-05-31,In Process,2,5,2005,Trucks and Buses,0.3555044105530498,S50_1392,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Small
10104,-0.31754608481363966,-1.504585342518836,2,-1.0034917644211325,2003-01-31,Shipped,1,1,2003,Trains,-1.063083815274645,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10117,-1.4469423248454751,-1.7078504442512388,11,-1.3686809100346975,2003-04-16,Shipped,2,4,2003,Trains,-1.063083815274645,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Desconocido,Singapore,Desconocido,79903,Singapore,Japan,Natividad,Eric,Small
10127,1.119867311590515,-0.7207752794970586,4,-0.20329143286301538,2003-06-03,Shipped,2,6,2003,Trains,-1.063083815274645,S50_1514,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Desconocido,Young,Jeff,Medium
10142,0.7091777697607561,-1.6790958688842161,14,-0.7942862950019686,2003-08-08,Shipped,3,8,2003,Trains,-1.063083815274645,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10153,-0.4202184702710794,-1.3013202407864335,13,-0.9634220151908982,2003-09-28,Shipped,3,9,2003,Trains,-1.063083815274645,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10165,0.29848822793099766,-0.8367851180467716,5,-0.5518477499236318,2003-10-22,Shipped,4,10,2003,Trains,-1.063083815274645,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Desconocido,Singapore,Desconocido,79903,Singapore,Japan,Natividad,Eric,Small
10176,0.29848822793099766,-0.9527949565964842,4,-0.6001334539696062,2003-11-06,Shipped,4,11,2003,Trains,-1.063083815274645,S50_1514,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Desconocido,Reggio Emilia,Desconocido,42100,Italy,EMEA,Moroni,Maurizio,Small
10185,-1.5496147103029148,-1.7371007881590725,15,-1.4018108111125755,2003-11-14,Shipped,4,11,2003,Trains,-1.063083815274645,S50_1514,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Desconocido,New Bedford,MA,50553,USA,Desconocido,Tam,Wing C,Small
10196,1.119867311590515,-1.0693005636870079,7,-0.37889457022679396,2003-11-26,Shipped,4,11,2003,Trains,-1.063083815274645,S50_1514,Super Scale Inc.,2035559545,567 North Pendale Street,Desconocido,New Haven,CT,97823,USA,Desconocido,Murphy,Leslie,Small
10208,-0.5228908557285186,-0.8947900373216281,15,-0.8610130978941112,2004-01-02,Shipped,1,1,2004,Trains,-1.063083815274645,S50_1514,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Desconocido,Lyon,Desconocido,69004,France,EMEA,Saveley,Mary,Small
10220,-0.5228908557285186,-0.7495298548640813,4,-0.8132812784424565,2004-02-12,Shipped,1,2,2004,Trains,-1.063083815274645,S50_1514,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,Desconocido,2,Ireland,EMEA,Cassidy,Dean,Small
10230,0.8118501552181958,-1.5625902617936924,2,-0.7123765379361254,2004-03-15,Shipped,1,3,2004,Trains,-1.063083815274645,S50_1514,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Desconocido,Frankfurt,Desconocido,60528,Germany,EMEA,Keitel,Roland,Small
10247,1.4278844679628335,-0.9820453005043179,4,-0.2309150694444224,2004-05-05,Shipped,2,5,2004,Trains,-1.063083815274645,S50_1514,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Desconocido,Espoo,Desconocido,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10272,0.8118501552181958,-1.3305705846942668,4,-0.6030983656215517,2004-07-20,Shipped,3,7,2004,Trains,-1.063083815274645,S50_1514,Diecast Classics Inc.,2155551555,7586 Pompton St.,Desconocido,Allentown,PA,70267,USA,Desconocido,Yu,Kyung,Small
10282,0.19581584247355846,-0.8367851180467716,7,-0.5881109001281996,2004-08-20,Shipped,3,8,2004,Trains,-1.063083815274645,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10292,-0.009528928441320991,-1.417330079336146,1,-0.8831956328724968,2004-09-08,Shipped,3,9,2004,Trains,-1.063083815274645,S50_1514,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Small
10306,-0.11220131389876072,-1.1560600583288867,15,-0.8158009103224982,2004-10-14,Shipped,4,10,2004,Trains,-1.063083815274645,S50_1514,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10314,0.29848822793099766,-1.0980551390540305,7,-0.6605937586083688,2004-10-22,Shipped,4,10,2004,Trains,-1.063083815274645,S50_1514,Heintze Collectables,86 21 3555,Smagsloget 45,Desconocido,Aaarhus,Desconocido,8200,Denmark,EMEA,Ibsen,Palle,Small
10325,0.9145225406756355,0.8101579745265014,7,1.2918928782969892,2004-11-05,Shipped,4,11,2004,Trains,-1.063083815274645,S50_1514,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Desconocido,Stavern,Desconocido,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10337,-1.4469423248454751,0.8101579745265014,6,-0.6826459677998558,2004-11-21,Shipped,4,11,2004,Trains,-1.063083815274645,S50_1514,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Desconocido,Hernandez,Maria,Small
10350,0.9145225406756355,0.8101579745265014,17,1.5948568909075378,2004-12-02,Shipped,4,12,2004,Trains,-1.063083815274645,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10359,-1.0362527830157167,-0.9285022980967578,4,-1.0483835677666196,2004-12-15,Shipped,4,12,2004,Trains,-1.063083815274645,S50_1514,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Small
10372,-1.1389251684731565,-1.2433153215115769,9,-1.1663989980445277,2005-01-26,Shipped,1,1,2005,Trains,-1.063083815274645,S50_1514,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Desconocido,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10383,0.29848822793099766,-1.1699415774715876,10,-0.6905143871838656,2005-02-22,Shipped,1,2,2005,Trains,-1.063083815274645,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10395,1.0171949261330746,0.8101579745265014,3,2.9449071476324593,2005-03-17,Shipped,1,3,2005,Trains,-1.063083815274645,S50_1514,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Desconocido,Paris,Desconocido,75508,France,EMEA,Da Cunha,Daniel,Large
10413,1.633229238877712,-0.9820453005043179,4,-0.16157089033206387,2005-05-05,Shipped,2,5,2005,Trains,-1.063083815274645,S50_1514,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Desconocido,Bridgewater,CT,97562,USA,Desconocido,King,Julie,Medium
10108,-0.11220131389876072,-0.03314431339256489,14,-0.39761804161124276,2003-03-03,Shipped,1,3,2003,Motorcycles,-0.49067102239680305,S50_4713,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Desconocido,Makati City,Desconocido,1227 MM,Philippines,Japan,Cruz,Arnold,Small
10121,0.9145225406756355,-0.4366999056125059,1,-0.14145184697957455,2003-05-07,Shipped,2,5,2003,Motorcycles,-0.49067102239680305,S50_4713,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Medium
10135,0.9145225406756355,0.6118505582022059,15,0.36388639172019727,2003-07-02,Shipped,3,7,2003,Motorcycles,-0.49067102239680305,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10145,0.29848822793099766,-0.11395458554471463,2,-0.25099067086794563,2003-08-25,Shipped,3,8,2003,Motorcycles,-0.49067102239680305,S50_4713,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Desconocido,Pasadena,CA,90003,USA,Desconocido,Young,Julie,Medium
10159,-0.4202184702710794,-0.5978246813759961,10,-0.7245511385289137,2003-10-10,Shipped,4,10,2003,Motorcycles,-0.49067102239680305,S50_4713,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Small
10169,1.3252120825053932,-0.15411183735038483,10,0.16970096924111036,2003-11-04,Shipped,4,11,2003,Motorcycles,-0.49067102239680305,S50_4713,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10180,-1.4469423248454751,0.4908830342443859,5,-0.8629354032508673,2003-11-11,Shipped,4,11,2003,Motorcycles,-0.49067102239680305,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Desconocido,Lille,Desconocido,59000,France,EMEA,Rance,Martine,Small
10190,0.5038329988458771,-0.8397597292916359,2,-0.48062470738348334,2003-11-19,Shipped,4,11,2003,Motorcycles,-0.49067102239680305,S50_4713,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10211,0.5038329988458771,-0.15411183735038483,10,-0.18022376858194264,2004-01-15,Shipped,1,1,2004,Motorcycles,-0.49067102239680305,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Desconocido,Paris,Desconocido,75016,France,EMEA,Perrier,Dominique,Medium
10224,1.5305568534202727,-0.31573238165468515,3,0.16866922342816223,2004-02-21,Shipped,1,2,2004,Motorcycles,-0.49067102239680305,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Desconocido,Lille,Desconocido,59000,France,EMEA,Rance,Martine,Medium
10237,-1.5496147103029148,-0.7594452256802964,3,-1.1876421013090186,2004-04-05,Shipped,2,4,2004,Motorcycles,-0.49067102239680305,S50_4713,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Desconocido,Frick,Michael,Small
10252,1.3252120825053932,-0.5576674295703259,7,-0.04246941182999955,2004-05-26,Shipped,2,5,2004,Motorcycles,-0.49067102239680305,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Desconocido,Paris,Desconocido,75016,France,EMEA,Perrier,Dominique,Medium
10264,1.222539697047954,0.28960100667522637,5,0.35438346975883284,2004-06-30,Shipped,2,6,2004,Motorcycles,-0.49067102239680305,S50_4713,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Desconocido,Boston,MA,51003,USA,Desconocido,Yoshido,Juri,Medium
10276,-1.4469423248454751,-0.638477701722476,11,-1.122707277986733,2004-08-02,Shipped,3,8,2004,Motorcycles,-0.49067102239680305,S50_4713,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Desconocido,Brickhaven,MA,58339,USA,Desconocido,Barajas,Miguel,Small
10285,0.4011606133884374,-0.2349221095025354,2,-0.2584844036146215,2004-08-27,Shipped,3,8,2004,Motorcycles,-0.49067102239680305,S50_4713,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Desconocido,Cambridge,MA,51247,USA,Desconocido,Hernandez,Marta,Medium
10299,0.9145225406756355,-0.15411183735038483,5,-0.005261399670416025,2004-09-30,Shipped,3,9,2004,Motorcycles,-0.49067102239680305,S50_4713,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Desconocido,Helsinki,Desconocido,21240,Finland,EMEA,Karttunen,Matti,Medium
10309,-0.728235626643398,0.248947986328746,1,-0.5814968664430897,2004-10-15,Shipped,4,10,2004,Motorcycles,-0.49067102239680305,S50_4713,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Desconocido,Stavern,Desconocido,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10319,1.0171949261330746,-0.31573238165468515,6,-0.04118244468437463,2004-11-03,Shipped,4,11,2004,Motorcycles,-0.49067102239680305,S50_4713,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,Desconocido,Kuo,Kee,Medium
